wrestler_id,wrestler_name,brand,debut_year,years_active,total_matches,world_title_reigns,secondary_title_reigns,tag_title_reigns,total_title_reigns,current_champion,win_rate,finisher_popularity,social_media_followers_millions,main_evented_ppv,age,weight_class,popularity_tier
225,Alex Brooks,Stardom,2004,21,403,4,3,3,10,0,0.47,4.22,1.71,2,42,Openweight,Upper Midcard
226,Casey Martinez,AEW,2001,24,240,4,2,1,7,0,0.57,3.89,1.73,16,46,Heavyweight,Upper Midcard
227,Diego Santos,PWG,2017,8,565,0,3,4,7,0,0.48,3.71,2.29,7,31,Women's,Main Eventer
228,Sakura Santos,AEW,2011,14,459,0,1,1,2,0,0.58,1.82,2.49,20,33,Junior Heavyweight,Main Eventer
229,Dahlia Blade,ROH,2006,19,70,4,2,4,10,0,0.55,1.69,2.46,9,40,Openweight,Main Eventer
230,Sofia Hall,Impact,2021,4,148,3,0,2,5,0,0.28,4.34,0.87,22,23,Women's,Enhancement
231,Nina Brooks,AAA,2004,21,657,2,3,3,8,0,0.61,4.41,0.33,16,48,Women's,Upper Midcard
232,Yumi Brooks,Stardom,2010,15,12,0,3,5,8,0,0.43,0.41,1.87,6,42,Junior Heavyweight,Upper Midcard
233,Isabella Santos,AAA,2010,15,355,4,1,4,9,0,0.71,4.48,2.67,1,37,Heavyweight,Main Eventer
234,Yumi Stone,Indie,2003,22,461,3,0,3,6,0,0.65,0.75,2.27,5,42,Women's,Main Eventer
235,Luna Santos,NJPW,2002,23,690,1,0,3,4,0,0.67,3.8,1.5,2,46,Heavyweight,Upper Midcard
236,Taylor Brooks,AEW,2002,23,617,1,3,0,4,1,0.42,0.69,3.01,22,43,Cruiserweight,Main Eventer
237,Tony Rivera,CMLL,2012,13,758,0,0,2,2,0,0.39,1.98,2.85,27,32,Cruiserweight,Main Eventer
238,Miguel Black,Indie,2016,9,18,4,1,3,8,0,0.34,3.77,3.22,19,36,Junior Heavyweight,Main Eventer
239,Dante Hall,AAA,2003,22,780,0,3,2,5,0,0.4,0.79,0.97,2,42,Cruiserweight,Enhancement
240,Zoe Knight,NWA,2023,2,301,0,2,1,3,0,0.53,3.76,1.03,1,29,Cruiserweight,Upper Midcard
241,Ivy Storm,CMLL,2007,18,663,4,0,4,8,0,0.21,1.87,1.11,12,43,Openweight,Upper Midcard
242,Luna Vega,MLW,2021,4,791,3,0,0,3,0,0.21,1.16,3.23,30,24,Junior Heavyweight,Main Eventer
243,Blake Fox,NWA,2022,3,795,3,3,5,11,0,0.62,2.73,0.53,2,29,Women's,Upper Midcard
244,Sofia Watson,NJPW,2006,19,169,4,2,3,9,0,0.7,3.28,2.25,9,49,Junior Heavyweight,Main Eventer
245,Nick Rivera,AAA,2002,23,128,3,0,2,5,0,0.63,0.96,0.04,4,47,Heavyweight,Upper Midcard
246,Isabella Lopez,ROH,2016,9,748,2,1,2,5,0,0.71,1.42,3.1,24,35,Heavyweight,Main Eventer
247,Hana Santos,Stardom,2016,9,279,4,0,3,7,0,0.43,2.55,1.98,11,28,Cruiserweight,Upper Midcard
248,Marcus Hall,Impact,2018,7,750,0,1,5,6,0,0.23,4.33,0.86,15,35,Women's,Enhancement
249,Miguel Reyes,MLW,2001,24,741,3,1,2,6,0,0.8,1.67,2.89,18,50,Women's,Main Eventer
250,Sofia Rider,NJPW,2001,24,238,4,0,3,7,0,0.5,1.48,2.96,10,44,Heavyweight,Main Eventer
251,Luna Molina,NWA,2009,16,321,4,1,3,8,0,0.83,4.99,2.72,23,43,Openweight,Main Eventer
252,Miguel Stone,AAA,2013,12,248,4,2,5,11,0,0.77,4.76,0.01,21,30,Junior Heavyweight,Main Eventer
253,Marcus Molina,Impact,2016,9,439,3,0,1,4,0,0.26,4.61,3.14,16,30,Junior Heavyweight,Main Eventer
254,Yumi Ricci,Stardom,2002,23,107,4,1,5,10,0,0.25,2.88,1.52,30,50,Cruiserweight,Upper Midcard
255,Blake Santos,AAA,2010,15,412,2,2,3,7,0,0.25,1.09,2.73,18,45,Heavyweight,Main Eventer
256,Marcus Reyes,ROH,2014,11,331,3,0,4,7,0,0.7,2.31,1.62,27,36,Heavyweight,Upper Midcard
257,Lance Fletcher,NJPW,2021,4,731,4,0,1,5,0,0.41,0.55,0.87,11,26,Junior Heavyweight,Enhancement
258,Nick Rider,NWA,2009,16,188,0,3,3,6,0,0.56,0.56,0.36,25,38,Cruiserweight,Midcard
259,Alex King,NJPW,2007,18,212,3,2,5,10,0,0.62,2.95,0.91,26,38,Heavyweight,Upper Midcard
260,Tony Molina,AEW,2020,5,141,0,2,0,2,0,0.5,0.92,2.01,26,30,Junior Heavyweight,Upper Midcard
261,Chris Harrison,CMLL,2021,4,186,2,1,1,4,0,0.49,0.83,2.15,19,28,Cruiserweight,Upper Midcard
262,Blake Brooks,Indie,2013,12,500,0,0,2,2,0,0.47,3.25,2.79,7,38,Openweight,Main Eventer
263,Ivy Fletcher,AEW,2022,3,501,4,3,2,9,0,0.53,2.0,0.63,10,26,Openweight,Midcard
264,Chris Hall,AAA,2008,17,493,4,2,4,10,0,0.83,0.59,2.3,8,35,Openweight,Main Eventer
265,Casey Morales,AEW,2012,13,187,1,1,4,6,0,0.68,1.86,2.07,22,36,Women's,Upper Midcard
266,Emma Blade,PWG,2018,7,514,4,2,1,7,0,0.26,1.24,0.77,16,28,Junior Heavyweight,Enhancement
267,Rosa Watson,AEW,2019,6,143,2,1,2,5,0,0.3,3.55,0.5,3,27,Openweight,Enhancement
268,Nina Morales,Stardom,2003,22,319,2,1,1,4,0,0.48,3.23,1.71,10,45,Cruiserweight,Upper Midcard
269,Dahlia Fletcher,NWA,2011,14,691,4,1,3,8,0,0.65,0.72,2.55,30,35,Openweight,Main Eventer
270,Emma King,MLW,2005,20,335,4,1,5,10,0,0.81,0.79,2.61,7,47,Women's,Main Eventer
271,Lance Fox,Stardom,2002,23,696,2,3,0,5,0,0.36,0.43,0.9,3,52,Heavyweight,Enhancement
272,Kira Reyes,AEW,2013,12,397,2,3,0,5,0,0.71,2.93,2.65,7,37,Cruiserweight,Main Eventer
273,Tony Fletcher,CMLL,2001,24,30,2,2,0,4,0,0.31,1.94,2.56,17,46,Heavyweight,Main Eventer
274,Valentina Valen,Stardom,2000,25,679,1,3,1,5,0,0.42,4.87,1.43,17,49,Openweight,Upper Midcard
275,Blake Martinez,Impact,2007,18,60,3,3,1,7,0,0.2,0.53,2.88,20,37,Openweight,Main Eventer
276,Jordan Storm,CMLL,2000,25,184,2,0,3,5,0,0.4,2.05,1.71,21,46,Women's,Upper Midcard
277,Becky Harrison,NJPW,2005,20,400,2,1,3,6,0,0.49,1.39,2.93,18,43,Heavyweight,Main Eventer
278,Marcus Black,ROH,2021,4,564,3,1,4,8,0,0.45,2.66,3.38,21,27,Junior Heavyweight,Main Eventer
279,Logan Brooks,PWG,2009,16,414,0,1,0,1,0,0.49,4.75,0.59,6,35,Cruiserweight,Midcard
280,Sam Murphy,ROH,2002,23,455,1,1,4,6,0,0.79,4.58,0.23,12,51,Openweight,Main Eventer
281,Charlotte Garcia,MLW,2008,17,479,0,3,0,3,0,0.3,2.98,2.65,30,43,Heavyweight,Main Eventer
282,Emma Costello,NJPW,2003,22,302,4,2,3,9,0,0.63,2.9,1.66,5,52,Women's,Upper Midcard
283,Miguel Knight,MLW,2019,6,720,3,0,3,6,0,0.42,1.26,2.61,29,34,Women's,Main Eventer
284,Chris Garcia,Stardom,2009,16,297,3,0,1,4,0,0.83,2.27,2.89,8,38,Junior Heavyweight,Main Eventer
285,Dante Molina,PWG,2014,11,426,3,2,0,5,0,0.3,1.62,1.77,4,32,Openweight,Upper Midcard
286,Chris Reyes,PWG,2006,19,69,1,0,3,4,0,0.43,1.08,1.29,14,40,Openweight,Upper Midcard
287,Diego Rider,MLW,2000,25,391,3,3,1,7,0,0.51,2.8,1.2,26,46,Women's,Upper Midcard
288,Blake Stone,NJPW,2012,13,176,4,1,1,6,0,0.64,1.42,1.43,0,31,Heavyweight,Upper Midcard
289,Carlos Fox,CMLL,2005,20,18,1,2,4,7,0,0.4,4.84,2.25,13,47,Junior Heavyweight,Main Eventer
290,Yumi Santos,Stardom,2006,19,319,4,3,4,11,0,0.53,3.35,2.95,11,44,Openweight,Main Eventer
291,Marcus Brooks,Indie,2002,23,293,2,2,2,6,0,0.82,3.29,0.66,16,46,Cruiserweight,Main Eventer
292,Zoe Harrison,AEW,2021,4,707,1,0,5,6,0,0.39,4.54,1.42,23,27,Heavyweight,Upper Midcard
293,Emma Parker,PWG,2006,19,753,1,3,5,9,0,0.4,0.93,2.3,17,42,Cruiserweight,Main Eventer
294,Carlos Ricci,Impact,2008,17,582,1,2,5,8,0,0.43,3.75,1.07,25,46,Women's,Upper Midcard
295,Noah Morales,Stardom,2009,16,130,3,0,5,8,0,0.81,0.45,3.11,16,41,Heavyweight,Main Eventer
296,Ivy Cruz,Indie,2009,16,65,1,1,1,3,0,0.84,4.47,3.45,4,40,Women's,Main Eventer
297,Dante Brooks,ROH,2010,15,191,2,0,0,2,0,0.34,3.89,2.02,5,43,Junior Heavyweight,Upper Midcard
298,Carlos Knight,NJPW,2013,12,449,3,3,3,9,0,0.22,1.08,1.31,0,40,Women's,Upper Midcard
299,Jordan Stone,NWA,2021,4,651,1,1,5,7,0,0.4,0.6,1.76,9,22,Cruiserweight,Upper Midcard
300,Sam Martinez,NJPW,2009,16,755,4,2,3,9,0,0.85,1.78,3.15,11,41,Cruiserweight,Main Eventer
301,Nina Stone,ROH,2007,18,754,1,1,5,7,1,0.53,0.7,2.49,25,39,Heavyweight,Main Eventer
302,Noah Costello,MLW,2017,8,59,4,0,5,9,0,0.74,0.34,0.41,14,35,Junior Heavyweight,Main Eventer
303,Miguel Molina,NJPW,2022,3,655,0,2,3,5,0,0.63,1.42,2.12,4,31,Junior Heavyweight,Upper Midcard
304,Sofia Ricci,NJPW,2019,6,299,0,0,3,3,0,0.33,1.39,1.83,6,25,Women's,Upper Midcard
305,Blake Reyes,MLW,2001,24,518,1,3,2,6,0,0.21,0.54,0.39,18,50,Junior Heavyweight,Enhancement
306,Dante Costello,ROH,2016,9,750,0,2,5,7,0,0.84,1.55,1.62,3,28,Cruiserweight,Main Eventer
307,Blake Lopez,AEW,2021,4,446,0,0,0,0,1,0.29,3.27,1.15,28,27,Junior Heavyweight,Upper Midcard
308,Evan Hall,PWG,2023,2,391,2,1,0,3,0,0.83,1.43,1.35,27,21,Junior Heavyweight,Main Eventer
309,Lance Storm,MLW,2004,21,753,0,1,0,1,0,0.58,4.03,2.37,5,50,Openweight,Main Eventer
310,Maya Knight,MLW,2000,25,754,1,3,3,7,0,0.47,0.33,0.92,10,53,Heavyweight,Midcard
311,Ariana Costello,Indie,2023,2,751,4,1,5,10,0,0.54,3.47,2.16,13,29,Cruiserweight,Upper Midcard
312,Maya Rider,CMLL,2021,4,404,1,0,0,1,0,0.3,4.26,2.98,27,32,Cruiserweight,Main Eventer
313,Isabella Garcia,NJPW,2007,18,294,0,1,4,5,0,0.46,1.25,1.61,25,41,Openweight,Upper Midcard
314,Dante Grimes,CMLL,2015,10,333,0,3,5,8,0,0.27,2.12,1.95,0,35,Heavyweight,Upper Midcard
315,Dahlia Fox,PWG,2009,16,585,1,3,2,6,0,0.24,1.19,1.59,17,42,Openweight,Upper Midcard
316,Luna Valen,PWG,2014,11,109,1,0,2,3,0,0.61,4.02,1.92,11,30,Heavyweight,Upper Midcard
317,Lance Brooks,AEW,2004,21,770,3,0,2,5,0,0.32,4.66,1.38,14,50,Cruiserweight,Upper Midcard
318,Marcus Costello,Stardom,2013,12,658,4,0,3,7,0,0.58,2.57,3.37,0,30,Openweight,Main Eventer
319,Charlotte Watson,AEW,2013,12,504,4,1,5,10,0,0.67,0.73,1.36,19,39,Openweight,Upper Midcard
320,Ivy Murphy,Stardom,2019,6,790,1,2,3,6,0,0.83,2.32,0.47,13,35,Openweight,Main Eventer
321,Aaron Parker,NWA,2022,3,331,4,1,1,6,0,0.66,3.46,3.22,4,29,Cruiserweight,Main Eventer
322,Becky Valen,NWA,2020,5,737,0,2,4,6,0,0.57,3.37,1.46,23,28,Openweight,Upper Midcard
323,Hana Fletcher,Impact,2000,25,119,0,3,1,4,0,0.24,1.41,2.75,9,51,Women's,Main Eventer
324,Nick Valen,ROH,2009,16,781,4,0,2,6,0,0.27,4.35,2.59,27,37,Cruiserweight,Main Eventer
325,Charlotte Harrison,Indie,2007,18,722,2,0,3,5,0,0.82,4.88,1.09,17,44,Heavyweight,Main Eventer
326,Dahlia Grimes,AEW,2014,11,658,2,1,5,8,0,0.39,0.97,2.39,5,32,Cruiserweight,Main Eventer
327,Diego Harrison,NWA,2001,24,295,4,2,1,7,0,0.75,0.13,1.63,29,48,Cruiserweight,Main Eventer
328,Nick Costello,AEW,2020,5,687,2,3,4,9,0,0.25,3.57,1.84,30,32,Cruiserweight,Upper Midcard
329,Sofia Reyes,NWA,2013,12,559,3,0,2,5,0,0.34,1.73,1.26,6,38,Openweight,Upper Midcard
330,Valentina Vega,NWA,2020,5,127,2,3,1,6,0,0.6,3.14,3.36,21,23,Women's,Main Eventer
331,Noah Vega,MLW,2023,2,35,4,2,4,10,0,0.49,0.31,3.14,6,24,Women's,Main Eventer
332,Dante Storm,NWA,2005,20,560,4,0,5,9,0,0.64,3.89,3.03,13,50,Heavyweight,Main Eventer
333,Becky Parker,AAA,2022,3,455,0,1,0,1,0,0.42,0.53,0.19,25,32,Women's,Enhancement
334,Tony Morales,NWA,2007,18,427,3,3,5,11,0,0.41,2.01,0.41,0,40,Openweight,Enhancement
335,Olivia King,NJPW,2022,3,376,4,0,2,6,0,0.4,0.52,2.68,14,22,Junior Heavyweight,Main Eventer
336,Chris Brooks,MLW,2005,20,235,1,3,4,8,0,0.61,1.56,3.1,30,46,Women's,Main Eventer
337,Charlotte Grimes,AEW,2017,8,136,0,0,4,4,0,0.55,4.74,1.07,23,28,Women's,Upper Midcard
338,Kira Hall,AAA,2020,5,155,1,1,1,3,0,0.36,0.66,2.35,18,31,Heavyweight,Main Eventer
339,Yumi Fox,NWA,2017,8,307,0,2,0,2,0,0.58,4.76,1.25,21,27,Cruiserweight,Upper Midcard
340,Blake Knight,NJPW,2002,23,335,3,3,2,8,0,0.4,2.96,1.98,11,44,Women's,Upper Midcard
341,Casey Valen,MLW,2023,2,456,2,2,1,5,0,0.42,2.45,1.56,24,30,Women's,Upper Midcard
342,Charlotte Storm,CMLL,2005,20,631,0,2,1,3,0,0.33,3.69,2.19,23,48,Heavyweight,Upper Midcard
343,Chris Parker,AEW,2018,7,424,4,1,0,5,0,0.55,4.99,1.65,24,34,Cruiserweight,Upper Midcard
344,Nina Rivera,Stardom,2018,7,307,1,3,4,8,0,0.46,2.56,2.32,27,36,Openweight,Main Eventer
345,Lance Costello,Indie,2016,9,466,1,1,4,6,0,0.63,4.84,2.58,15,29,Women's,Main Eventer
346,Casey Costello,AEW,2015,10,74,2,2,1,5,0,0.33,4.55,1.26,15,31,Junior Heavyweight,Upper Midcard
347,Sam Fox,AEW,2010,15,730,4,2,5,11,0,0.55,0.95,2.29,11,34,Openweight,Main Eventer
348,Tony Cruz,Indie,2008,17,238,4,3,2,9,0,0.42,3.98,3.11,0,41,Openweight,Main Eventer
349,Casey Black,ROH,2016,9,297,1,1,1,3,0,0.59,4.1,2.31,13,37,Women's,Main Eventer
350,Valentina Rider,NJPW,2015,10,225,4,1,5,10,0,0.21,0.31,2.01,5,35,Cruiserweight,Upper Midcard
351,Sofia King,Indie,2018,7,67,1,2,1,4,0,0.46,4.85,2.23,28,27,Women's,Main Eventer
352,Taylor Anderson,NJPW,2019,6,503,1,1,3,5,0,0.72,4.12,0.64,21,31,Openweight,Upper Midcard
353,Yumi Knight,Impact,2018,7,245,3,3,1,7,0,0.33,4.31,1.77,13,26,Cruiserweight,Upper Midcard
354,Valentina Hall,PWG,2019,6,49,4,0,0,4,0,0.28,3.06,2.9,28,33,Junior Heavyweight,Main Eventer
355,Kira Lopez,NWA,2001,24,552,3,1,3,7,0,0.45,2.99,2.59,24,53,Openweight,Main Eventer
356,Hana Blade,NJPW,2008,17,794,1,0,2,3,0,0.55,1.36,0.02,23,42,Heavyweight,Midcard
357,Ariana Storm,PWG,2016,9,394,1,2,3,6,0,0.3,3.29,0.89,27,27,Openweight,Enhancement
358,Emma Lopez,MLW,2019,6,706,3,1,3,7,0,0.56,0.98,1.96,15,28,Women's,Upper Midcard
359,Carlos Grimes,Impact,2021,4,775,1,3,5,9,0,0.27,2.59,2.75,25,23,Openweight,Main Eventer
360,Ivy Fox,PWG,2000,25,103,1,3,4,8,0,0.24,1.19,0.28,1,55,Junior Heavyweight,Enhancement
361,Ariana Martinez,MLW,2022,3,68,1,3,3,7,1,0.75,4.66,1.81,6,30,Heavyweight,Main Eventer
362,Sofia Cruz,PWG,2022,3,639,1,0,2,3,0,0.2,0.87,3.49,24,24,Junior Heavyweight,Main Eventer
363,Olivia Molina,Stardom,2016,9,764,0,0,4,4,0,0.74,4.58,1.22,30,27,Women's,Main Eventer
364,Zoe Molina,AAA,2014,11,598,0,2,1,3,0,0.27,0.45,1.03,30,35,Heavyweight,Upper Midcard
365,Noah Hall,NWA,2017,8,598,2,3,3,8,0,0.7,3.81,3.36,14,38,Junior Heavyweight,Main Eventer
366,Tony Harrison,PWG,2020,5,235,1,2,3,6,0,0.54,0.15,2.91,7,35,Women's,Main Eventer
367,Nina Rider,NJPW,2023,2,87,4,1,3,8,0,0.34,2.91,0.64,23,25,Cruiserweight,Enhancement
368,Jordan Rivera,CMLL,2023,2,281,1,1,1,3,0,0.74,1.84,2.73,3,23,Heavyweight,Main Eventer
369,Isabella Knight,Indie,2000,25,564,0,3,2,5,0,0.52,4.93,3.14,27,55,Women's,Main Eventer
370,Riley Costello,CMLL,2016,9,417,1,1,0,2,0,0.48,4.7,0.11,11,31,Junior Heavyweight,Midcard
371,Riley Anderson,Indie,2003,22,540,3,2,5,10,1,0.64,1.96,0.35,11,51,Openweight,Upper Midcard
372,Riley Vega,Impact,2008,17,285,3,2,2,7,0,0.48,2.15,2.63,11,38,Junior Heavyweight,Main Eventer
373,Emma Rider,Impact,2007,18,748,2,1,4,7,0,0.45,0.81,3.36,4,37,Junior Heavyweight,Main Eventer
374,Isabella Blade,AEW,2020,5,556,2,3,2,7,0,0.76,0.33,0.35,5,31,Heavyweight,Main Eventer
375,Noah Brooks,AAA,2020,5,470,2,2,2,6,0,0.56,4.07,1.2,13,24,Heavyweight,Upper Midcard
376,Emma Morales,Stardom,2020,5,561,1,2,2,5,0,0.53,3.9,1.56,2,33,Junior Heavyweight,Upper Midcard
377,Blake Anderson,PWG,2020,5,181,2,3,5,10,0,0.46,4.54,0.28,10,25,Cruiserweight,Midcard
378,Sierra Fox,Stardom,2009,16,283,4,3,2,9,0,0.71,4.7,2.62,16,45,Junior Heavyweight,Main Eventer
379,Lance Reyes,MLW,2000,25,755,1,2,5,8,0,0.25,0.92,0.36,2,45,Junior Heavyweight,Enhancement
380,Nick Stone,NWA,2012,13,793,0,0,2,2,0,0.25,4.66,1.36,7,39,Cruiserweight,Upper Midcard
381,Ariana Parker,Impact,2005,20,45,2,2,3,7,0,0.77,4.68,1.92,4,38,Openweight,Main Eventer
382,Olivia Knight,ROH,2014,11,776,4,3,4,11,0,0.55,4.55,1.69,7,39,Heavyweight,Upper Midcard
383,Aaron Lopez,CMLL,2013,12,169,2,0,0,2,0,0.69,0.77,1.0,17,34,Heavyweight,Upper Midcard
384,Valentina Martinez,CMLL,2000,25,450,2,1,0,3,0,0.32,4.42,1.53,7,55,Cruiserweight,Upper Midcard
385,Ivy Parker,Indie,2012,13,279,0,3,5,8,0,0.7,4.56,2.83,21,34,Women's,Main Eventer
386,Evan Murphy,Impact,2006,19,196,1,2,0,3,0,0.6,1.43,2.18,6,38,Women's,Upper Midcard
387,Miguel King,AEW,2017,8,200,0,2,2,4,0,0.48,0.14,0.32,0,26,Junior Heavyweight,Midcard
388,Rosa Murphy,AAA,2009,16,520,2,3,5,10,0,0.41,4.23,3.33,1,46,Women's,Main Eventer
389,Tony Vega,MLW,2015,10,206,2,3,0,5,0,0.7,1.32,2.7,14,30,Cruiserweight,Main Eventer
390,Marcus Cruz,AEW,2021,4,494,3,2,2,7,0,0.67,3.75,1.92,3,25,Women's,Upper Midcard
391,Aaron Molina,CMLL,2011,14,692,1,0,1,2,0,0.41,0.92,0.97,3,32,Junior Heavyweight,Enhancement
392,Olivia Fletcher,AAA,2022,3,714,4,1,2,7,0,0.36,2.55,2.4,10,28,Heavyweight,Main Eventer
393,Maya Fox,AEW,2004,21,559,0,1,3,4,0,0.84,3.96,2.65,25,50,Junior Heavyweight,Main Eventer
394,Chris Valen,AAA,2012,13,751,1,2,0,3,0,0.48,1.54,2.44,6,36,Openweight,Main Eventer
395,Becky Lopez,ROH,2010,15,489,2,1,0,3,0,0.49,4.12,1.9,14,44,Heavyweight,Upper Midcard
396,Sofia Harrison,Indie,2023,2,29,4,2,4,10,0,0.67,3.33,1.89,12,22,Cruiserweight,Upper Midcard
397,Isabella Costello,NWA,2017,8,637,2,2,3,7,0,0.27,2.66,0.23,26,28,Cruiserweight,Enhancement
398,Sam Molina,ROH,2003,22,206,0,0,4,4,0,0.45,2.5,2.18,18,47,Women's,Upper Midcard
399,Luna Rivera,AEW,2019,6,82,0,1,5,6,0,0.78,0.49,2.8,1,35,Women's,Main Eventer
400,Kira Parker,NWA,2011,14,735,0,2,4,6,0,0.25,1.59,3.31,30,44,Openweight,Main Eventer
401,Marcus Ricci,NJPW,2007,18,404,1,1,4,6,0,0.57,4.74,1.95,17,44,Junior Heavyweight,Upper Midcard
402,Yumi Valen,NJPW,2021,4,116,1,1,4,6,0,0.42,0.88,3.49,14,28,Women's,Main Eventer
403,Luna Murphy,Stardom,2020,5,753,2,1,4,7,0,0.44,2.8,2.61,11,29,Junior Heavyweight,Main Eventer
404,Zoe Stone,CMLL,2016,9,319,0,2,1,3,0,0.4,3.88,3.3,26,29,Women's,Main Eventer
405,Sofia Vega,NWA,2018,7,168,0,0,3,3,0,0.29,1.9,2.04,7,34,Women's,Upper Midcard
406,Dante Morales,Impact,2012,13,232,0,2,3,5,0,0.74,3.48,2.02,29,40,Heavyweight,Main Eventer
407,Aaron King,PWG,2023,2,600,3,0,0,3,0,0.42,4.41,1.52,29,32,Heavyweight,Upper Midcard
408,Alex Fox,AAA,2020,5,65,2,0,2,4,0,0.3,2.56,0.77,1,29,Junior Heavyweight,Enhancement
409,Zoe Morales,CMLL,2016,9,237,3,2,3,8,0,0.42,2.43,2.61,17,28,Junior Heavyweight,Main Eventer
410,Dante Harrison,Impact,2016,9,724,1,1,3,5,0,0.52,3.3,0.69,19,33,Openweight,Midcard
411,Logan Black,AAA,2008,17,450,2,0,0,2,0,0.48,1.81,1.12,19,47,Heavyweight,Upper Midcard
412,Lance Lopez,Impact,2019,6,462,4,1,3,8,0,0.73,1.08,1.31,24,36,Heavyweight,Main Eventer
413,Dahlia Watson,NJPW,2004,21,24,2,0,2,4,0,0.21,1.12,1.88,6,43,Openweight,Upper Midcard
414,Valentina Knight,NWA,2023,2,721,0,3,4,7,0,0.54,1.35,0.21,6,22,Openweight,Midcard
415,Nick Anderson,Impact,2020,5,78,3,2,5,10,0,0.63,4.33,0.07,27,23,Junior Heavyweight,Upper Midcard
416,Sierra Brooks,AAA,2019,6,100,1,1,4,6,0,0.56,3.59,0.14,29,32,Openweight,Midcard
417,Rosa Brooks,Impact,2012,13,170,0,2,5,7,0,0.61,1.26,3.42,16,42,Women's,Main Eventer
418,Ivy Hall,AEW,2000,25,296,1,1,2,4,0,0.63,0.53,1.34,30,51,Openweight,Upper Midcard
419,Casey Murphy,Indie,2007,18,166,3,2,4,9,0,0.55,1.11,0.49,17,45,Cruiserweight,Midcard
420,Aaron Valen,ROH,2022,3,148,3,1,5,9,0,0.8,1.66,1.95,30,29,Heavyweight,Main Eventer
421,Sierra Parker,ROH,2004,21,40,2,3,3,8,0,0.68,4.13,2.23,23,50,Women's,Main Eventer
422,Carlos Reyes,ROH,2000,25,636,4,2,4,10,0,0.35,1.24,2.41,11,55,Heavyweight,Main Eventer
423,Zoe Brooks,CMLL,2022,3,392,1,3,3,7,0,0.31,1.21,1.43,0,31,Women's,Upper Midcard
424,Jordan Costello,MLW,2006,19,191,3,3,5,11,0,0.5,1.31,1.42,1,38,Openweight,Upper Midcard
425,Sierra Harrison,MLW,2019,6,595,4,0,4,8,0,0.5,4.4,3.07,7,35,Openweight,Main Eventer
426,Sam Vega,NWA,2012,13,793,0,1,2,3,0,0.77,3.89,1.0,5,39,Junior Heavyweight,Main Eventer
427,Ariana Hall,Impact,2004,21,671,3,0,5,8,0,0.32,2.97,3.13,17,46,Cruiserweight,Main Eventer
428,Kira Garcia,MLW,2014,11,193,3,1,3,7,0,0.41,3.28,2.49,5,29,Heavyweight,Main Eventer
429,Diego Valen,NJPW,2014,11,381,0,3,5,8,0,0.53,4.75,1.33,12,39,Heavyweight,Upper Midcard
430,Rosa Morales,ROH,2021,4,176,1,1,5,7,0,0.4,3.68,3.36,9,24,Cruiserweight,Main Eventer
431,Carlos Molina,NJPW,2000,25,793,2,0,3,5,0,0.52,4.06,2.13,15,52,Cruiserweight,Upper Midcard
432,Olivia Rider,AAA,2015,10,429,3,0,4,7,0,0.36,2.78,2.17,17,35,Cruiserweight,Upper Midcard
433,Riley Blade,AEW,2001,24,367,0,1,0,1,0,0.74,1.56,3.22,1,52,Heavyweight,Main Eventer
434,Riley Reyes,MLW,2021,4,635,4,1,3,8,0,0.43,0.28,2.69,10,26,Women's,Main Eventer
435,Tony Costello,MLW,2013,12,76,2,3,1,6,0,0.76,1.71,1.45,6,38,Cruiserweight,Main Eventer
436,Nick Storm,PWG,2018,7,654,4,0,3,7,0,0.59,3.96,2.47,13,36,Openweight,Main Eventer
437,Noah Cruz,Stardom,2018,7,372,1,3,4,8,0,0.52,4.06,3.09,7,34,Women's,Main Eventer
438,Chris Anderson,AAA,2020,5,130,1,3,3,7,0,0.43,4.05,0.74,20,35,Cruiserweight,Enhancement
439,Noah Fletcher,Impact,2002,23,317,4,2,0,6,0,0.42,2.04,1.99,30,45,Heavyweight,Upper Midcard
440,Jordan Garcia,ROH,2010,15,500,3,0,5,8,0,0.3,2.36,3.03,28,43,Women's,Main Eventer
441,Kira Watson,CMLL,2023,2,543,2,2,4,8,0,0.34,3.46,2.8,28,20,Women's,Main Eventer
442,Miguel Santos,NJPW,2000,25,394,4,1,4,9,0,0.32,0.67,2.74,9,48,Women's,Main Eventer
443,Logan Lopez,AEW,2014,11,231,4,2,1,7,0,0.71,3.91,3.2,14,33,Openweight,Main Eventer
444,Sofia Blade,AEW,2006,19,505,4,2,2,8,0,0.77,4.13,3.28,21,42,Cruiserweight,Main Eventer
445,Ivy Valen,AAA,2016,9,14,2,0,5,7,0,0.77,1.73,3.11,3,28,Openweight,Main Eventer
446,Aaron Stone,Indie,2018,7,329,1,2,1,4,0,0.38,1.66,1.54,3,37,Women's,Upper Midcard
447,Lance Santos,ROH,2003,22,647,4,0,1,5,0,0.56,1.43,3.3,25,40,Women's,Main Eventer
448,Logan Reyes,PWG,2002,23,637,2,3,0,5,0,0.51,3.41,0.37,1,45,Heavyweight,Midcard
449,Nina Reyes,MLW,2022,3,616,3,2,2,7,0,0.33,3.82,2.83,2,30,Junior Heavyweight,Main Eventer
450,Yumi Storm,PWG,2014,11,710,3,3,1,7,0,0.29,4.49,0.9,11,33,Junior Heavyweight,Enhancement
451,Sierra Anderson,ROH,2015,10,76,3,0,2,5,0,0.75,1.48,1.22,18,28,Cruiserweight,Main Eventer
